id,place_name,average_rating,granular_category,lat,lng
4132,Treasures Restaurant Al Bashaer,3.7,restaurant,24.5759566,46.7498574
4133,A healthy pattern restaurant for healthy meals,4.5,restaurant,24.5759261,46.7498814
4134,Zawia Al Saraya Restaurant to serve meals,4.8,restaurant,24.5755365,46.7500656
4135,Grape,4.6,restaurant,24.5766271,46.749779
4136,Hambarten,4.1,restaurant,24.576676,46.749829
4137,Deep Frees,4.6,restaurant,24.577486,46.749224
4138,Impressive potatoes,5,restaurant,24.5747954,46.7503484
4139,Shawarmer,4.4,restaurant,24.5777854,46.749105
4140,Al Bashaer Palace,3.4,restaurant,24.5768546,46.7501427
4141,Pick,4.3,restaurant,24.5781672,46.7489795
4142,Ghobaw teacher (Abu Abdo),5,restaurant,24.5782324,46.7489723
4143,Maestro Pizza,3.8,restaurant,24.7247971,46.8159105
4144,The Sandwich Company,3.9,restaurant,24.752852,46.7844314
4145,Herfy,3.7,restaurant,24.7644148,46.7849001
4146,Subway,4,restaurant,24.7905185,46.8090005
4147,Dominos Pizza,3.8,restaurant,24.7860698,46.7996292
4148,Domino,3.9,restaurant,24.7798813,46.7880601
4149,Herfy,3.7,restaurant,24.7281426,46.8509662
4150,Skrir House,4.1,restaurant,24.7549995,46.8657356
4151,Fawal and Tamis,4.3,restaurant,24.7233495,46.848157
4152,Pizza and Pasta Diamond,3.8,restaurant,24.7416262,46.7788788
4153,Maestro Pizza,3.7,restaurant,24.7995225,46.8142878
4154,Romance - Kindergarten,4.2,restaurant,24.7448607,46.7766015
4155,Cuzenos casting,3.6,restaurant,24.7452951,46.7764115
4156,Dominos Pizza,3.9,restaurant,24.7459358,46.7760887
4157,Kodo,3.5,restaurant,24.7451588,46.776239
4158,Hamburgini Hambarten - Al Nahda,4.1,restaurant,24.7543564,46.8242485
4159,Bastilita,4.2,restaurant,24.7543031,46.8241696
4160,Petzarati,4.3,restaurant,24.7541953,46.8240189
4161,Al -Zamzam Al -Bukhari Restaurant,5,restaurant,24.7569965,46.8184308
4162,McDonald,,restaurant,24.7538941,46.8240351
4163,Diwaniya Cafe Adel,4,cafe,24.792919,46.8743745
4164,Secrets of Kyra Kif,5,cafe,24.7974815,46.8761518
4165,50 Copes,3.9,cafe,24.7841894,46.8744988
4166,Diwaniya Cafe Dubai,4.7,cafe,24.8034241,46.881212
4167,Tea and sesame,4.1,cafe,24.8045622,46.9029512
4168,Cafe,4.4,cafe,24.8026744,46.8799936
4169,Cafe,4.7,cafe,24.802832,46.879778
4170,Buffed to taste the organizer,4.5,cafe,24.8069729,46.8880827
4171,The sweetest place of Shahi Abu Al -Ezz,3,cafe,24.7904419,46.8727298
4172,Hyper,5,cafe,24.8075253,46.8917526
4173,Diwaniya and Café East Cafe,3.8,cafe,24.8055309,46.8827885
4174,Breakfast fasting rest,5,cafe,24.8059926,46.9032794
4175,Diwaniya Al -Zafara,4.3,cafe,24.7969375,46.8735625
4176,Sadouf Cafe,4.3,cafe,24.7972259,46.8737043
4177,A cup of strawberry,4.1,cafe,24.8080262,46.8973434
4178,CafeJat Cafe,4.7,cafe,24.7911334,46.8713572
4179,Arabic tent coffee quotes,3.1,cafe,24.8079842,46.8863429
4180,Naqwa tea,4.4,cafe,24.8083713,46.8985038
4181,Coffee shop,4.6,cafe,24.8066767,46.8824926
4182,Ilan Lake is enough,4.4,cafe,24.8087956,46.8980451
4183,Bukhari Restaurant,3.1,restaurant,24.7768517,46.8356386
4184,"Fawal, Boufia, and Illuminati Kholoud Al -Mutairi",3.6,restaurant,24.7771207,46.8353087
4185,Pyramid land,3.6,restaurant,24.7754022,46.8361307
4186,Karam shawarma 1,3.1,restaurant,24.7756721,46.8357417
4187,Soden units,4.5,restaurant,24.7727214,46.8376723
4188,Abdulaziz Boufia for fast food,2,restaurant,24.7813713,46.8321902
4189,Hardez,4.2,restaurant,24.7794375,46.8315625
4190,Lemon Restaurant,3.8,restaurant,24.7788826,46.8315465
4191,Kentucky,4.1,restaurant,24.779562,46.8314519
4192,"Code - Al Mazaleh, Riad",3.6,restaurant,24.7796097,46.8313864
4193,Food left Al -Ghait,5,restaurant,24.7781237,46.8310556
4194,Breakfast tents 🏕️,5,restaurant,24.7779736,46.8310499
4195,"Umm Abdullah for the sale of dairy, ghee and picking products",5,restaurant,24.7811909,46.829167
4196,Umm Fahd Al-Harbi with a say- ghee- picnic- goat milk- smoking,5,restaurant,24.7820006,46.8290614
4197,Bath and broth,4,restaurant,24.7807411,46.8281065
4198,Hide pizza,4.1,restaurant,24.7806976,46.8280048
4199,Shaft Chef Restaurant,4.3,restaurant,24.7806576,46.8279563
4200,Prince Bandar bin Abdulaziz,,restaurant,24.7805124,46.8278215
4201,Lorenzo Pizza |Lorenzo Pizza,4,restaurant,24.7802058,46.8272877
4202,Indian,3.4,restaurant,24.7802888,46.8272165
4203,Azzun shawarma,4.4,restaurant,24.6691839,46.5452849
4204,Subway,3.8,restaurant,24.6865996,46.5819578
4205,Hambarten,4,restaurant,24.686647,46.5819971
4206,Bashir,4.4,restaurant,24.6691907,46.544888
4207,Earth Bulls,2.8,restaurant,24.6867175,46.5821828
4208,Gray,4.7,restaurant,24.6866125,46.5823906
4209,Naz Al -Bukhari Restaurant Al -Mahdia Branch,3.8,restaurant,24.6691089,46.5446832
4210,Ray Ship,3.7,restaurant,24.686217,46.582631
4211,B1 Burger - B One Burger,4.6,restaurant,24.6690965,46.5444727
4212,A surface in the middle of his race,,restaurant,24.6878179,46.5821114
4213,Specialized kitchens and restaurants,3.5,restaurant,24.6879603,46.5820452
4214,Vivi Joyce Landmark,3.8,restaurant,24.6853768,46.5830673
4215,Costa Coffee,3,restaurant,24.6872294,46.5824106
4216,Fawal is not Sudanese,3.6,restaurant,24.6819352,46.5838219
4217,Hambarten,4.2,restaurant,24.6690493,46.5442448
4218,Rehana Restaurant,3.5,restaurant,24.685418,46.5832684
4219,buffet,3.8,restaurant,24.6859656,46.5842436
4220,Al -Baraka Al -Bukhari Restaurant,3.4,restaurant,24.6859298,46.5842818
4221,My meals Abbas,3.7,restaurant,24.6682657,46.5429645
4222,Shahi Ali,5,restaurant,24.6681721,46.5422061
4223,Epoch,4.3,restaurant,24.6748744,46.6250796
4224,Beck,3.9,restaurant,24.6748877,46.6251196
4225,Sushi pores,3.8,restaurant,24.6748914,46.6251258
4226,Rosso New York,4.1,restaurant,24.6810183,46.6232923
4227,Laila from Lebanon,4.5,restaurant,24.6751166,46.6252309
4228,Yogi,3.9,restaurant,24.6814984,46.6233544
4229,Fish Face Embassy,4.6,restaurant,24.6821711,46.6229594
4230,Pizzarica dQ neighborhood,4.9,restaurant,24.6813591,46.6237676
4231,Skeleton,3.8,restaurant,24.6821963,46.6231553
4232,Abu Najm,4,restaurant,24.6815778,46.6237765
4233,Burgerration Berrychen,3.1,restaurant,24.682373,46.623179
4234,Raw.k alkindy Rock,3.9,restaurant,24.6828006,46.6230933
4235,Ola,3,restaurant,24.6828597,46.6232371
4236,Kodo Restaurant,3.3,restaurant,24.6660008,46.6210421
4237,You will send your foundations,4.2,restaurant,24.6820085,46.6252153
4238,"On enough, Kitchen & Long",4.7,restaurant,24.6666535,46.6228307
4239,To sharpen,3,restaurant,24.6854464,46.6223052
4240,Gather,3.1,restaurant,24.6859978,46.6214459
4241,Rond 12 Retsorana,,restaurant,24.6844544,46.624068
4242,Lennn will focus,4.9,restaurant,24.6662378,46.6234159
4243,Coffee Moore 7,3,cafe,24.6902333,46.587916
4244,Gloria jeans,4.4,cafe,24.6884974,46.5887469
4245,Desert,4.5,cafe,24.6887732,46.5897353
4246,The Coffee Address |Coffee,3.4,cafe,24.6888156,46.5900916
4247,Hex Coffee Surd,4.7,cafe,24.6542574,46.5700487
4248,SourceSors,3.6,cafe,24.6540012,46.5690597
4249,Dunkin Dontes,3.3,cafe,24.6541189,46.5697096
4250,Spaciousness,4,cafe,24.6541629,46.5699543
4251,Coffee,3.3,cafe,24.6540733,46.5700116
4252,Moroccan mood,4.3,cafe,24.6540985,46.5704481
4253,Opera café,3.8,cafe,24.65418,46.5715227
4254,Euff enough,4.7,cafe,24.6532313,46.5550734
4255,Makhtha in the brain and the cerebellum,4.7,cafe,24.6534889,46.5710366
4256,Glorious tea with embers,4.6,cafe,24.6534375,46.5710625
4257,The shed LoungeThe SHED,4,cafe,24.6665484,46.5355112
4258,Dos is enough,4.3,cafe,24.6541411,46.5735909
4259,Pililso LongPilsso Lounge,3.9,cafe,24.6534762,46.5717449
4260,They came,3.3,cafe,24.6522211,46.5576105
4261,Haitham tea,5,cafe,24.6892494,46.5916389
4262,Abu Waleed Tea / Shahi Abu Walid,4.7,cafe,24.65396,46.5739762
4263,Codeo symposium,3.7,restaurant,24.7919425,46.8625115
4264,Niver Mind,4.2,restaurant,24.7512508,46.8574381
4265,Uninterrupted,4.2,restaurant,24.7919864,46.8628234
4266,Poke n ’Greens Baki N 'Greens,4.6,restaurant,24.7920919,46.8628692
4267,Burger Zone,4.1,restaurant,24.792193,46.8628964
4268,Stipulate,5,restaurant,24.7921982,46.862941
4269,Shack Burger |Shak burger,4,restaurant,24.7922014,46.8629922
4270,Shawarmer,3.9,restaurant,24.7923655,46.8627564
4271,Pyramid land,3.6,restaurant,24.7754022,46.8361307
4272,Bukhari Restaurant,3.3,restaurant,24.7892038,46.8723545
4273,Karam shawarma 1,3.1,restaurant,24.7756721,46.8357417
4274,"Coffee, lahi breakfast and lunch",,restaurant,24.7511406,46.852011
4275,I want you,3.5,restaurant,24.7509759,46.8523379
4276,Bukhari Restaurant,3.1,restaurant,24.7768517,46.8356386
4277,Maqloba |Inverted,3.9,restaurant,24.7506093,46.8527895
4278,"Fawal, Boufia, and Illuminati Kholoud Al -Mutairi",3.6,restaurant,24.7771207,46.8353087
4279,Kodo,3.8,restaurant,24.7503509,46.8525429
4280,Fawal Al -Abbasi Corner,3.6,restaurant,24.7903453,46.8722577
4281,Restaurant spray and flavor for meals,4.6,restaurant,24.792935,46.8513906
4282,Mento brushes Sobia samosa,4,restaurant,24.7892414,46.8741641
4283,Lounge Lee Fle,4.1,cafe,24.6400953,46.5417806
4284,Cash Lounge,4,cafe,24.640031,46.5416902
4285,Arabica Star,4,cafe,24.6398261,46.5413387
4286,Speciality Coffee is pleased,4.4,cafe,24.639782,46.5399494
4287,Crete is enough specialized coffee,4.1,cafe,24.6396799,46.5399242
4288,Qamar Al -Zaman Café,4.6,cafe,24.6510182,46.5598919
4289,Barn,2.8,cafe,24.6505072,46.5597629
4290,Ghaith tea,4.6,cafe,24.6496298,46.5594052
4291,Nestreto Covey,4.5,cafe,24.6505322,46.5599476
4292,Ezzy | Eze,4.9,cafe,24.6392527,46.5391511
4293,Drive Coffee |Drive Kofi,4.7,cafe,24.6441645,46.5550435
4294,Tamr and Hill Café,4.1,cafe,24.6496744,46.559777
4295,Tarjan Kofi at Rusime,4.6,cafe,24.6440283,46.5551401
4296,coffee,3.6,cafe,24.6389343,46.5400971
4297,Shahi Al -Tayyiban Café,3.9,cafe,24.6384619,46.5391853
4298,Sufficient new p,,cafe,24.6443289,46.5570192
4299,"Kaibal Muhammad, Ahmed and Badr",4,cafe,24.6381852,46.5447992
4300,Ben Test is competent,3,cafe,24.6445412,46.5575961
4301,Coffee taste and a solution,4.7,cafe,24.6443666,46.5575881
4302,Diwaniya Kif,3.9,cafe,24.6377961,46.5382032
4303,Saad Eddin Express,4.2,cafe,24.7582484,46.8307793
4304,M Coffee,4.4,cafe,24.7424942,46.8412502
4305,Dunkin ' - Dunkin,4.1,cafe,24.7577641,46.8303388
4306,Specel Kofi stays up at Bakri,4.3,cafe,24.7577198,46.830227
4307,Dolce Ragoza,4.4,cafe,24.758024,46.8302855
4308,Starbucks,4,cafe,24.7579841,46.8301429
4309,Server,3,cafe,24.7423676,46.8405163
4310,Starbucks,3.9,cafe,24.7579154,46.8300158
4311,Fast Kofi,4,cafe,24.7573237,46.8296151
4312,Java Cafe,3.3,cafe,24.7529385,46.8608148
4313,Break Al -Shatri,5,cafe,24.758341,46.8289343
4314,Fenegal Al Nashama Cafe,4,cafe,24.7408952,46.8488024
4315,Tambar specialized coffee,4.7,cafe,24.7465091,46.8309965
4316,Denkin Dontes Norsing,4.7,cafe,24.7458317,46.8584486
4317,Arabic coffee,,cafe,24.7403435,46.8492031
4318,I succeeded enough,4.4,cafe,24.7495296,46.8287459
4319,Night perfume is enough,2,cafe,24.749422,46.8286483
4320,Café,4,cafe,24.743393,46.8331316
4321,East bench,4.1,cafe,24.7510797,46.8273909
4322,The Coffee Coffee Cafe,3,cafe,24.7389186,46.8437803
4323,Abu Saud,5,cafe,24.7790412,46.8209722
4324,"Café, Diwaniya and Prince",,cafe,24.781208,46.8208489
4325,Café a moment he met,4.5,cafe,24.7810754,46.8207777
4326,I & coffee,,cafe,24.785019,46.821564
4327,Come take Sobia and the Spirit of Russia,5,cafe,24.7849027,46.8214231
4328,Diwaniya Rukla,3.7,cafe,24.7823917,46.8204493
4329,Fatima Saad Mesfer Al -Hababi Foundation,4.2,cafe,24.7840533,46.8207703
4330,Leave Abdulaziz tea,5,cafe,24.7847274,46.8209608
4331,Dark Il,5,cafe,24.7753952,46.8207952
4332,Dark Ay is sufficient,4.5,cafe,24.7754558,46.8207564
4333,Starbucks,4.7,cafe,24.7753284,46.8205957
4334,Coffee,3.7,cafe,24.7975022,46.8466649
4335,Horizon Cafè,3.3,cafe,24.7826828,46.8195582
4336,Coffee horizon,5,cafe,24.7827502,46.8194487
4337,Shahi Faisal with Rashid,5,cafe,24.7605611,46.8410312
4338,Golden Diwaniyah for Arab Coffee,4.2,cafe,24.7603649,46.8406598
4339,Shahi Antar,4,cafe,24.7901236,46.8216329
4340,Old Sham Sham,4.7,cafe,24.7842887,46.8188783
4341,Meera Cafe,4.7,cafe,24.7739196,46.8183513
4342,A café on the promise,5,cafe,24.7847861,46.8180383
4343,Saudi gallery,N\A,art_gallery,24.6979234,46.7418133
4344,   The Art Box,4.5,art_gallery,24.7399027,46.6462297
4345,Art Season Gallery,5,art_gallery,24.7076301,46.6532038
4346,Bukhary art’s,N\A,art_gallery,24.7053981,46.7033689
4347,synergy art hub,4.5,art_gallery,24.6854375,46.6900625
4348,art conections,5,art_gallery,24.6858542,46.6898835
4349,Frame Art Gallery ,5,art_gallery,24.6866563,46.6890353
4350,   Marsami,4.9,art_gallery,24.6869431,46.6889588
4351,Unique Painting art gallery,5,art_gallery,24.6659133,46.6868374
4352,TEQUIN ART  ,5,art_gallery,24.6857138,46.6898522
4353,Maqamat Art CO,3.9,art_gallery,24.729573,46.6862134
4354,LIVING IN WONDERLAND Gallery,5,art_gallery,24.6850218,46.6759799
4355,Forum for Fine Arts Hall,4.4,art_gallery,24.7474777,46.6744152
4356, VERO ART,4.8,art_gallery,24.7093251,46.6904956
4357,ABSTRACT ARTS GALLERY,4.5,art_gallery,24.6865193,46.688994
4358,Inside The Place,4.8,art_gallery,24.6921575,46.6710548
4359,Bamboo Art,4.1,art_gallery,24.8281544,46.8025576
4360,filjan.art,N\A,art_gallery,24.7135517,46.6752957
4361,eagal gallery. ,4,art_gallery,24.7162241,46.68081
4362,015 Gallery,4.5,art_gallery,24.6893921,46.6857037
4363,Alurev Gallery,3.8,art_gallery,24.7135626,46.6752957
4364,Hewar Art Gallery,4.5,art_gallery,24.7114769,46.6744454
4365,Whj Allon Art Gallery,N\A,art_gallery,24.6861281,46.689273
4366,YUN ART Gallay,4.7,art_gallery,24.6865845,46.6890402
4367,Saudi Art,5,art_gallery,24.7295373,46.686194
4368,My art gallery,N\A,art_gallery,24.7490826,46.6573011
4369,Galaxy Art Gallery,4.9,art_gallery,24.7102715,46.6919777
4370,Resin art,4.5,art_gallery,24.7563051,46.7297227
4371,Sushi Yoshi,4,restaurant,24.7048211,46.7061255
4372,Najdi village,4,restaurant,24.7426129,46.7046987
4373,Lotan hotel and spa,4,restaurant,24.7066487,46.6417087
4374,Najdi village,3.8,restaurant,24.6976883,46.6692333
4375,Mama Noura,4.3,restaurant,24.6916263,46.7018848
4376,Jalab Restaurant,4.5,restaurant,24.7337823,46.6870006
4377,Tokyo - L and offers,4.4,restaurant,24.7181459,46.6867051
4378,Kodo,4,restaurant,24.7322926,46.6758245
4379,Little Caesar,3.9,restaurant,24.7247857,46.6558674
4380,Herfy,3.8,restaurant,24.7200236,46.6905001
4381,"Good clouds for Shamiya pies, Sulaymaniyah branch",4.3,restaurant,24.7122587,46.6970047
4382,McDonald's,3.8,restaurant,24.732704,46.676905
4383,Puffy Indonesian Restaurant Jawi Riyadh Warong Pogok,4,restaurant,24.726715,46.6866904
4384,Dominos Pizza,4.1,restaurant,24.7186865,46.6860353
4385,Diplomacy for sweets,4.2,restaurant,24.7207905,46.6922727
4386,Amuwahza,3.7,restaurant,24.7205976,46.6926076
4387,Doctor Fit,3.8,restaurant,24.7202727,46.6928816
4388,Tim Hortons,4.2,restaurant,24.7163056,46.6822616
4389,Caribu Coffee,4.1,restaurant,24.732308,46.696931
4390,Herfy,3.4,restaurant,24.7395779,46.6819543
4391,Starbucks,4.1,cafe,24.6935,46.6951
4392,White foam cafe,3.8,cafe,24.7300841,46.6946022
4393,Dunkin Dontes,4.1,cafe,24.7257743,46.681398
4394,"Onaza Cafe, King Abdullah Road",4,cafe,24.7341617,46.6781789
4395,Starbucks,4.1,cafe,24.73049,46.671662
4396,The elite cup roasted,4.3,cafe,24.7395572,46.6881592
4397,Starbucks,4.1,cafe,24.7398821,46.68208
4398,Dunkin Dontes,4.2,cafe,24.717241,46.694829
4399,Starbucks,4.2,cafe,24.714894,46.6778172
4400,Starbucks,4,cafe,24.742735,46.6799489
4401,Zul Sai,3.7,cafe,24.713591,46.6755535
4402,Tim Hortons,4,cafe,24.743245,46.6803325
4403,Tim Hortons,4.2,cafe,24.7136379,46.6751825
4404,Higher Executive Hotel,4,cafe,24.7084843,46.6779717
4405,Starbucks,4.1,cafe,24.704945,46.679131
4406,Dunkin,4.1,cafe,24.7043052,46.6821142
4407,Dunkin Dontes,4.1,cafe,24.747048,46.701263
4408,Godfa,4.2,cafe,24.7187069,46.6578857
4409,Firewood,4.2,restaurant,24.6941192,46.7226815
4410,Herfy,3.8,restaurant,24.6940569,46.6983362
4411,Saudi restaurants,3.9,restaurant,24.6957429,46.7031135
4412,White Garden,4.2,restaurant,24.6943084,46.6836945
4413,Sheikh MandiSheikh almandi,3.5,restaurant,24.693749,46.701865
4414,Kentucky chicken,3.8,restaurant,24.7045778,46.6647609
4415,Caramel lobby Lounge,4.3,cafe,24.700242,46.682188
4416,Starbucks,4.1,cafe,24.6988,46.6899
4417,Vivenea Lounge,4,cafe,24.6982024,46.6869432
4418,Dunkin,4.2,cafe,24.6987999,46.6902205
4419,Tim Hortons,4.2,cafe,24.6986875,46.6898125
4420,Starbucks,4.1,cafe,24.7014002,46.6963208
4421,Mama Benz Cafe,4.3,cafe,24.6975625,46.6874375
4422,Caribu Kafi,4.2,cafe,24.702843,46.699818
4423,Java Time,4.2,cafe,24.6828402,46.6971951
4424,Burger King,3.7,restaurant,24.757339,46.740762
4425,Herfy,3.6,restaurant,24.7453134,46.7067868
4426,Maestro Pizza,4,restaurant,24.7466363,46.7098899
4427,Saad Eddin Restaurant,2.8,restaurant,24.735497,46.6954366
4428,Cuzenos casting,4.1,restaurant,24.7364484,46.6948166
4429,Kebab,4.2,restaurant,24.7152301,46.6964982
4430,McDonald,3.8,restaurant,24.711986,46.697324
4431,I have Olmebo,4.2,restaurant,24.7047865,46.7067388
4432,November Kofi,4.2,cafe,24.7547842,46.7063577
4433,Kotag,4.1,cafe,24.7591206,46.7154431
4434,Karak Emirates Lounge,3.7,cafe,24.760143,46.7181044
4435,Starbucks,4.1,cafe,24.697319,46.7019081
4436,Dolce Ragoza,4.4,cafe,24.6965195,46.7034
4437,Sun Coffee Company,4,cafe,24.6992238,46.7384561
4438,To suffice,3.8,restaurant,24.6829077,46.6891245
4439,Greens Residence,3.9,restaurant,24.7065844,46.6792416
4440,Texas chicken,4.4,restaurant,24.7082076,46.6882395
4441,Maestro Pizza,4.1,restaurant,24.7076481,46.6895432
4442,Tom TomTom Tom,3.7,restaurant,24.7063742,46.6889578
4443,Dominos Pizza,3.4,restaurant,24.8582642,46.6465874
4444,Subway,3.5,restaurant,24.8885959,46.6972652
4445,Little Caesar,3.8,restaurant,24.858682,46.6240911
4446,Body Burger,3.8,restaurant,24.8875652,46.6077282
4447,"Albukhari Rasurant, Mohamed Awad Al -Bukhari Restaurant",3.8,restaurant,24.8768264,46.6574721
4448,Bukhari Restaurant,3.4,restaurant,24.8756527,46.6580704
4449,Starch Station Compani,3.3,restaurant,24.8755104,46.6580516
4450,Creme Patte Cherry Patty,4.7,restaurant,24.875135,46.6637786
4451,Mendi and compressed a luxury house,4.4,restaurant,24.8877998,46.6449778
4452,Restaurants and voices of the suburbs of Taif,,restaurant,24.8718142,46.6599994
4453,Fawal Sudanese,,restaurant,24.8777686,46.6449014
4454,Happiness Roundabout,3.9,restaurant,24.8714672,46.6601794
4455,Tahdak Al -Nakheel Restaurant - Beans and Tams,3.8,restaurant,24.8708076,46.6616004
4456,Bukhari Mizan Mizan Restaurant,,restaurant,24.8699666,46.660913
4457,My food restaurant,3.3,restaurant,24.8839691,46.6410001
4458,Sultan Awad Al -Ruwaili Restaurant,3.6,restaurant,24.8694232,46.6612112
4459,Samarkand restaurants to serve meals,3.9,restaurant,24.8688768,46.6625164
4460,Heritage Restaurant Narcissus,4.3,restaurant,24.8676977,46.664071
4461,Boufia Al -Anzi Pakistani,4,restaurant,24.8664627,46.6624441
4462,Pizza and Pasta,3.3,restaurant,24.8686363,46.6676295
4463,Starbucks,3.9,cafe,24.8580611,46.6461134
4464,Emirates Karak,3.5,cafe,24.8880254,46.6970926
4465,Experiment Center for the famous Chinese tea culture,5,cafe,24.8771354,46.6538615
4466,Jabnas House,4.9,cafe,24.8743074,46.6631839
4467,Arska Cafe,4.2,cafe,24.8704059,46.6618384
4468,Nabat coffee,4.8,cafe,24.8695978,46.656803
4469,Mi Cafe,3,cafe,24.8707807,46.6438563
4470,Shahi my meals Aweys,4.6,cafe,24.8660745,46.6616691
4471,Enough entity,4.1,cafe,24.8658684,46.6612166
4472,Cinnabon Sharaf Hills,4.1,cafe,24.8751121,46.6384381
4473,Golden kangaroo,4.3,cafe,24.8745305,46.6382524
4474,Thurd,4.1,cafe,24.874415,46.6380435
4475,Delicious tea,5,cafe,24.8768821,46.6365465
4476,Muhammad for coffee and tea,,cafe,24.8638913,46.6550846
4477,Ecol Cafe,3.7,cafe,24.863585,46.6554234
4478,Julius Minel - Saudi Arabia - Riyad,5,cafe,24.8633602,46.6534293
4479,Archchini,4.2,cafe,24.8775461,46.6354109
4480,Dunkin Dontes,2.6,cafe,24.8719375,46.6383125
4481,Pebx Coffee,4.4,cafe,24.8777235,46.6353081
4482,Java Cafe,4.4,cafe,24.8780842,46.6351499
4483,Lulwa and Reem flavor restaurants,3.6,restaurant,24.9138173,46.6184215
4484,Chickens,5,restaurant,24.9138718,46.6182897
4485,Fawal Sudanese,3.7,restaurant,24.9133411,46.6180439
4486,Fulle and Fleval,3,restaurant,24.913122,46.617531
4487,Bukhari and Fawal Restaurant,,restaurant,24.9131466,46.6175181
4488,Kodo,3.8,restaurant,24.9104362,46.6196325
4489,Lauri,5,restaurant,24.9132897,46.6174381
4490,Bukhari Pakistani Restaurant,3.9,restaurant,24.9133265,46.6174198
4491,Bangladeshi has come,,restaurant,24.9137488,46.6168523
4492,Benkkali Restaurant,2.9,restaurant,24.9116299,46.6128981
4493,Tawakklna Restaurant,,restaurant,24.9072706,46.6105924
4494,Kiosk Restaurant Juha,4.5,restaurant,24.9088178,46.6061696
4495,Oid Company for subsistence services,4.3,restaurant,24.9027162,46.6101124
4496,Alseekh |Soft,5,restaurant,24.9084143,46.6053017
4497,Lu,4,restaurant,24.8973757,46.6190172
4498,Exactly,4.2,restaurant,24.8972648,46.6185773
4499,Al -Anzi Al -Bukhari Restaurant,3.8,restaurant,24.8955623,46.626413
4500,Kinan Bukhari Restaurant,3.7,restaurant,24.8955524,46.6265344
4501,Teacher's popularity,3.8,restaurant,24.895322,46.6265589
4502,Black River CafÃ©,3.7,cafe,24.9098995,46.6191422
4503,Resting the children of Abu Haimid,5,cafe,24.9101687,46.6096865
4504,Cafete Cafe,4.6,cafe,24.9084375,46.6099375
4505,Delicious tea on embers,5,cafe,24.8964153,46.6260547
4506,Sufficient Ops - specialized coffee,4,cafe,24.8963267,46.6132061
4507,Lounge and the mood corner cafe,4.6,cafe,24.8959224,46.6123209
4508,Long Dean,4.6,cafe,24.8909475,46.6197164
4509,Outsit,4.2,cafe,24.8905671,46.6258398
4510,Holly |Holly,4.2,cafe,24.8894096,46.6228729
4511,Pleng Long,4.5,cafe,24.8924714,46.6081525
4512,Hosting Makarim,,cafe,24.8935315,46.6060423
4513,Barn,,cafe,24.8935315,46.6060423
4514,Kofi Diwaniya Al -Shaqrda,,cafe,24.8935315,46.6060423
4515,You don't like salvation,,cafe,24.8935315,46.6060423
4516,Vilucci Cafe,4.1,cafe,24.8885354,46.6189042
4517,Moroccan mood Kofi,4.6,cafe,24.8883476,46.6183378
4518,Shot,,cafe,24.8879393,46.6195362
4519,Selim tea,4.1,cafe,24.8878109,46.6170683
4520,T-Hub,4.8,cafe,24.8875077,46.6163736
4521,Dose Cafe,4.4,cafe,24.931392,46.644461
4522,color,4.3,restaurant,24.914236,46.6890024
4523,Grill and grill restaurant,4,restaurant,24.8909873,46.6269086
4524,Brussam Action,4.1,restaurant,24.8909104,46.6267772
4525,Bashawar Al -Bukhari,4.2,restaurant,24.8908965,46.6267188
4526,Ghosn Alban restaurants,3.7,restaurant,24.8908876,46.6267185
4527,Pizza and pizza kirk road,4.6,restaurant,24.8902872,46.6927487
4528,Manifestation,4.5,cafe,24.9131712,46.6893153
4529,The Long,5,cafe,24.9138298,46.6892385
4530,Dunkin,4,cafe,24.9137991,46.6892532
4531,Sufficient earning it,3.4,cafe,24.9142689,46.6890414
4532,Tea antidote,4.3,cafe,24.8806591,46.6340715
4533,Coffee,4.3,cafe,24.890018,46.693039
4534,Costa Coffee,4.3,cafe,24.889837,46.693054
4535,Starbucks,4,cafe,24.889528,46.692972
4536,Dunkin Donat,2.6,cafe,24.8900625,46.6933125
4537,McCafÃ©,1.7,cafe,24.889489,46.693286
4538,Fully,4.4,restaurant,24.8813394,46.6279137
4539,Mangoosha Circle,3.5,restaurant,24.8831922,46.6236966
4540,Grape leaf flavors,3.6,restaurant,24.8831289,46.6236893
4541,Dough and oven,,restaurant,24.8831605,46.6236736
4542,Fawal Bandar (buffet and Fawal),4.8,restaurant,24.8830627,46.6237024
4543,Group Food - Center Kitchen,3.8,restaurant,24.8831808,46.6236117
4544,Shawaya 80 grill 80,4.4,restaurant,24.8835109,46.623481
4545,Bin Salim Al Bukhari Restaurant,3.2,restaurant,24.8799623,46.624618
4546,Toubi Bukhari Restaurant,4.4,restaurant,24.8797928,46.6245342
4547,Express Pizza,4.1,restaurant,24.8902818,46.6252417
4548,Chestta shawarma,4.2,restaurant,24.890508,46.6256416
4549,Comridor Comridor,4.1,restaurant,24.8905483,46.625741
4550,Dolmat,4.6,restaurant,24.8905875,46.6257656
4551,MUJA,5,cafe,24.8817865,46.6248335
4552,Moon Cafe,,cafe,24.8810888,46.6247101
4553,Tea and sesame,4.4,cafe,24.8791499,46.6224947
4554,Mansubaq Trading Company,3.7,cafe,24.8763568,46.6251444
4555,Picky,4,cafe,24.8760249,46.6252631
4556,Zone p,3.8,cafe,24.8777507,46.6351289
4557,Bukhari Restaurant,3.6,restaurant,24.8912806,46.6252537
